Date,Open,Low,Close,Adj Close,Volume,High,,,,,,,,,,,,,,,,,
42570,99.559998,99.339996,99.870003,97.260468,23779900,100,,,,855,104.9339077,0.366095316,,,,,,,,,,,
42571,100,99.739998,99.959999,97.348122,26276000,100.459999,,,,856,98.43165073,0.278348274,,,,,,,,,,,
42572,99.830002,99.129997,99.43,96.83197,32702000,101,,,,857,97.68629203,0.193704974,,,,,,,,,,,
42573,99.260002,98.309998,98.660004,96.082085,28313700,99.300003,,,,858,95.09697073,-0.376969732,,,,,,,,,,,
42576,98.25,96.919998,97.339996,94.79657,40382900,98.839996,,,,859,94.93377038,-0.853768378,,,,,,,,,,,
42577,96.82,96.419998,96.669998,94.144081,56239800,97.970001,,,,860,95.77007935,-0.030081348,,,,,,,,,,,
42578,104.269997,102.75,102.949997,100.259995,92344800,104.349998,,,,861,95.583472,0.31653,,,,,,,,,,,
42579,102.830002,102.82,104.339996,101.613663,39869800,104.449997,,,,862,94.4356702,-0.365670201,,,,,,,,,,,
42580,104.190002,103.68,104.209999,101.487068,27733700,104.550003,,,,863,93.99691732,-0.546920317,,,,,,,,,,,
42583,104.410004,104.410004,106.050003,103.278984,38167900,106.150002,,,,864,93.48875586,0.281241137,,,,,,,,,,,
42584,106.050003,104,104.480003,101.750015,33816600,106.07,,,,865,94.31621207,-0.746212066,,,,,,,,,,,
42585,104.809998,104.769997,105.790001,103.025787,30202600,105.839996,,,,866,93.62607885,-0.056078853,,,,,,,,,,,
42586,105.580002,105.279999,105.870003,103.662239,27408700,106,,,,867,92.93584266,-0.155843664,,,,,,,,,,,
42587,106.269997,106.18,107.480003,105.238647,40553400,107.650002,,,,868,90.9237532,0.746244803,,,,,,,,,,,
42590,107.519997,107.160004,108.370003,106.110092,28037200,108.370003,,,,869,94.3570062,0.032992802,,,,,,,,,,,
42591,108.230003,108.010002,108.809998,106.540916,26315200,108.940002,,,,870,94.928834,-0.228836996,,,,,,,,,,,
42592,108.709999,107.760002,108,105.74781,24008500,108.900002,,,,871,95.09120601,0.118792994,,,,,,,,,,,
42593,108.519997,107.849998,107.93,105.679268,27484500,108.93,,,,872,95.19371888,-0.553719879,,,,,,,,,,,
42594,107.779999,107.779999,108.18,105.924057,18660400,108.440002,,,,873,95.58808889,-0.158088887,,,,,,,,,,,
42597,108.139999,108.080002,109.480003,107.196945,25868200,109.540001,,,,874,96.87217745,0.317824553,,,,,,,,,,,
42598,109.629997,109.209999,109.379997,107.099022,33794400,110.230003,,,,875,98.35486048,-0.264864477,,,,,,,,,,,
42599,109.099998,108.339996,109.220001,106.942375,25356000,109.370003,,,,876,100.077821,-0.337823042,,,,,,,,,,,
42600,109.230003,109.019997,109.080002,106.805298,21984700,109.599998,,,,877,101.2110141,-0.481011097,,,,,,,,,,,
42601,108.769997,108.360001,109.360001,107.079445,25368100,109.690002,,,,878,100.6827654,-0.212764426,,,,,,,,,,,
42604,108.860001,107.849998,108.510002,106.247177,25820200,109.099998,,,,879,100.6324611,-0.232459131,,,,,,,,,,,
42605,108.589996,108.529999,108.849998,106.580078,21257700,109.32,,,,880,99.36886796,0.171133035,,,,,,,,,,,
42606,108.57,107.68,108.029999,105.777184,23675100,108.75,,,,881,98.58618317,-0.746187173,,,,,,,,,,,
42607,107.389999,106.68,107.57,105.326775,25086200,107.879997,,,,882,98.49342747,-0.223430466,,,,,,,,,,,
42608,107.410004,106.309998,106.940002,104.709915,27766300,107.949997,,,,883,99.05991528,2.830083721,,,,,,,,,,,
42611,106.620003,106.290001,106.82,104.592415,24970300,107.440002,,,,884,99.66336974,0.206633256,,,,,,,,,,,
42612,105.800003,105.5,106,103.789513,24863900,106.5,,,,885,99.53997777,0.02002023,,,,,,,,,,,
42613,105.660004,105.639999,106.099998,103.887428,29662400,106.57,,,,886,99.81115198,0.17884602,,,,,,,,,,,
42614,106.139999,105.620003,106.730003,104.504303,26701500,106.800003,,,,887,99.28067922,0.069318776,,,,,,,,,,,
42615,107.699997,106.82,107.730003,105.483444,26802500,108,,,,888,98.86078047,0.259222532,,,,,,,,,,,
42619,107.900002,107.510002,107.699997,105.454056,26880400,108.300003,,,,889,98.14202579,0.337977214,,,,,,,,,,,
42620,107.830002,107.07,108.360001,106.100304,42364300,108.760002,,,,890,98.13124187,0.278762135,,,,,,,,,,,
42621,107.25,105.239998,105.519997,103.319534,53002000,107.269997,,,,891,97.87487048,-0.124870485,,,,,,,,,,,
42622,104.639999,103.129997,103.129997,100.979362,46557000,105.720001,,,,892,96.87533801,-0.22533601,,,,,,,,,,,
42625,102.650002,102.529999,105.440002,103.241196,45292800,105.720001,,,,893,96.2504178,0.319582202,,,,,,,,,,,
42626,107.510002,107.239998,107.949997,105.698853,62176200,108.790001,,,,894,96.25891321,0.091084793,,,,,,,,,,,
42627,108.730003,108.599998,111.769997,109.439186,110888700,113.029999,,,,895,96.58747297,0.302526033,,,,,,,,,,,
42628,113.860001,113.489998,115.57,113.159943,89983600,115.730003,,,,896,96.82496778,-0.534966777,,,,,,,,,,,
42629,115.120003,114.040001,114.919998,112.523499,79886900,116.129997,,,,897,94.12797718,0.53202682,,,,,,,,,,,
42632,115.190002,113.25,113.580002,111.211449,47023000,116.18,,,,898,93.45924765,-0.409244652,,,,,,,,,,,
42633,113.050003,112.510002,113.57,111.201653,34514300,114.120003,,,,899,94.22822229,-0.568218291,,,,,,,,,,,
42634,113.849998,112.440002,113.550003,111.182068,36003200,113.989998,,,,900,94.94967139,-0.399668391,,,,,,,,,,,
42635,114.349998,114,114.620003,112.229767,31074000,114.940002,,,,901,95.85889054,-0.088893543,,,,,,,,,,,
42636,114.419998,111.550003,112.709999,110.359589,52481200,114.790001,,,,902,96.328083,0.141917997,,,,,,,,,,,
42639,111.639999,111.550003,112.879997,110.526031,29869400,113.389999,,,,903,95.9487358,-0.548733796,,,,,,,,,,,
42640,113,112.339996,113.089996,110.731659,24607400,113.18,,,,904,95.86555308,-0.205549084,,,,,,,,,,,
42641,113.690002,113.43,113.949997,111.57373,29641100,114.639999,,,,905,96.3985233,0.101476702,,,,,,,,,,,
42642,113.160004,111.800003,112.18,109.840637,35887000,113.800003,,,,906,97.30324121,-0.413242215,,,,,,,,,,,
42643,112.459999,111.800003,113.050003,110.692505,36379100,113.370003,,,,907,97.41795377,0.23204823,,,,,,,,,,,
42646,112.709999,112.279999,112.519997,110.173546,21701800,113.050003,,,,908,97.86617815,-0.166181152,,,,,,,,,,,
42647,113.059998,112.629997,113,110.643539,29736800,114.309998,,,,909,97.74522362,-0.075225623,,,,,,,,,,,
42648,113.400002,112.690002,113.050003,110.692505,21453100,113.660004,,,,910,98.98809989,0.001898105,,,,,,,,,,,
42649,113.699997,113.129997,113.889999,111.514984,28779300,114.339996,,,,911,99.51271431,-0.212711313,,,,,,,,,,,
42650,114.309998,113.510002,114.059998,111.681435,24358400,114.559998,,,,912,100.1107755,0.019221503,,,,,,,,,,,
42653,115.019997,114.720001,116.050003,113.629944,36236000,116.75,,,,913,100.3651409,-0.365140909,,,,,,,,,,,
42654,117.699997,116.199997,116.300003,113.874725,64041000,118.690002,,,,914,100.5903935,-0.130394469,,,,,,,,,,,
42655,117.349998,116.75,117.339996,114.893036,37586800,117.980003,,,,915,100.3599422,0.640057769,,,,,,,,,,,
42656,116.790001,115.720001,116.980003,114.540543,35192400,117.440002,,,,916,99.71060814,-0.41060514,,,,,,,,,,,
42657,117.879997,117.129997,117.629997,115.176987,35652200,118.169998,,,,917,98.68809383,0.15190217,,,,,,,,,,,
42660,117.330002,116.779999,117.550003,115.098663,23624900,117.839996,,,,918,97.55962601,0.410374992,,,,,,,,,,,
42661,118.18,117.449997,117.470001,115.020332,24553500,118.209999,,,,919,104.8076087,-0.457610659,,,,,,,,,,,
42662,117.25,113.800003,117.120003,114.67762,20034600,117.760002,,,,920,104.5113837,-0.061386717,,,,,,,,,,,
42663,116.860001,116.330002,117.059998,114.618874,24125800,117.379997,,,,921,104.932936,-0.382932957,,,,,,,,,,,
42664,116.809998,116.279999,116.599998,114.168457,23192700,116.910004,,,,922,106.1750182,-0.0250162,,,,,,,,,,,
42667,117.099998,117,117.650002,115.196564,23538700,117.739998,,,,923,106.2575138,-0.187513752,,,,,,,,,,,
42668,117.949997,117.309998,118.25,115.784065,48129000,118.360001,,,,924,106.0818797,-0.241883746,,,,,,,,,,,
42669,114.309998,113.309998,115.589996,113.179527,66134200,115.699997,,,,925,106.3739145,-0.373914476,,,,,,,,,,,
42670,115.389999,114.099998,114.480003,112.092682,34562000,115.860001,,,,926,107.7141744,-0.064172414,,,,,,,,,,,
42671,113.870003,113.449997,113.720001,111.348534,37861700,115.209999,,,,927,108.7357573,-0.365754265,,,,,,,,,,,
42674,113.650002,113.199997,113.540001,111.172279,26419400,114.230003,,,,928,109.1996064,-0.259604365,,,,,,,,,,,
42675,113.459999,110.529999,111.489998,109.165031,43825800,113.769997,,,,929,109.01852,-0.118517963,,,,,,,,,,,
42676,111.400002,111.230003,111.589996,109.262947,28331700,112.349998,,,,930,108.8364629,0.093537052,,,,,,,,,,,
42677,110.980003,109.550003,109.830002,108.091774,26932600,111.459999,,,,931,108.5038982,-0.063896229,,,,,,,,,,,
42678,108.529999,108.110001,108.839996,107.117447,30837000,110.25,,,,932,109.5881187,-0.04811775,,,,,,,,,,,
42681,110.080002,109.459999,110.410004,108.662613,32560000,110.510002,,,,933,110.1403873,0.089615733,,,,,,,,,,,
42682,110.309998,109.699997,111.059998,109.302307,24054500,111.720001,,,,934,109.9376006,-0.567597571,,,,,,,,,,,
42683,109.879997,108.050003,110.879997,109.125168,59176400,111.32,,,,935,109.6685635,-0.068565489,,,,,,,,,,,
42684,111.089996,105.830002,107.790001,106.084061,57134500,111.089996,,,,936,109.816219,-0.126217004,,,,,,,,,,,
42685,107.120003,106.550003,108.43,106.713936,34094100,108.870003,,,,937,109.4625077,-0.362509711,,,,,,,,,,,
42688,107.709999,104.080002,105.709999,104.03698,51175500,107.809998,,,,938,109.2625854,0.057414577,,,,,,,,,,,
42689,106.57,106.160004,107.110001,105.414825,32264500,107.68,,,,939,108.9865687,-0.236568742,,,,,,,,,,,
42690,106.699997,106.599998,109.989998,108.249237,58840500,110.230003,,,,940,108.2557092,-0.375712239,,,,,,,,,,,
42691,109.809998,108.830002,109.949997,108.209877,27632000,110.349998,,,,941,107.9733218,-0.023324849,,,,,,,,,,,
42692,109.720001,109.660004,110.059998,108.318138,28428900,110.540001,,,,942,107.3696004,0.070401635,,,,,,,,,,,
42695,110.120003,110.010002,111.730003,109.961708,29264600,111.989998,,,,943,106.5385441,-0.038544104,,,,,,,,,,,
42696,111.949997,111.400002,111.800003,110.030602,25965500,112.419998,,,,944,106.4983397,0.071660296,,,,,,,,,,,
42697,111.360001,110.330002,111.230003,109.469627,27426400,111.510002,,,,945,107.2408288,-0.440825773,,,,,,,,,,,
42699,111.129997,110.949997,111.790001,110.020767,11475900,111.870003,,,,946,108.5372823,-0.53728229,,,,,,,,,,,
42702,111.43,111.389999,111.57,109.804245,27194000,112.470001,,,,947,108.4102201,-0.110217129,,,,,,,,,,,
42703,110.779999,110.07,111.459999,109.695992,28528800,112.029999,,,,948,109.0722177,-0.31221567,,,,,,,,,,,
42704,111.599998,110.269997,110.519997,108.770859,36162300,112.199997,,,,949,107.4089865,-0.138989544,,,,,,,,,,,
42705,110.370003,109.029999,109.489998,107.757156,37086900,110.940002,,,,950,104.7389829,0.981018148,,,,,,,,,,,
42706,109.169998,108.849998,109.900002,108.160675,26528000,110.089996,,,,951,105.267099,0.45290201,,,,,,,,,,,
42709,110,108.25,109.110001,107.383171,34324500,110.029999,,,,952,108.6414359,0.148565126,,,,,,,,,,,
42710,109.5,109.190002,109.949997,108.209877,26195500,110.360001,,,,953,111.9230396,1.106959442,,,,,,,,,,,
42711,109.260002,109.160004,111.029999,109.272781,29998700,111.190002,,,,954,116.0881622,-0.358159182,,,,,,,,,,,
42712,110.860001,110.599998,112.120003,110.345543,27068300,112.43,,,,955,116.2009591,-0.070962143,,,,,,,,,,,
42713,112.309998,112.309998,113.949997,112.146576,34402600,114.699997,,,,956,115.3909843,0.78901568,,,,,,,,,,,
42716,113.290001,112.489998,113.300003,111.506866,26374400,115,,,,957,114.1788914,-0.058888404,,,,,,,,,,,
42717,113.839996,113.75,115.190002,113.366951,43733800,115.919998,,,,958,114.7181325,-0.728134474,,,,,,,,,,,
42718,115.040001,114.980003,115.190002,113.366951,34031800,116.199997,,,,959,115.2206377,-0.280635731,,,,,,,,,,,
42719,115.379997,115.230003,115.82,113.986984,46524500,116.730003,,,,960,114.9092725,-0.119271511,,,,,,,,,,,
42720,116.470001,115.650002,115.970001,114.134605,44351100,116.5,,,,961,113.0923193,0.297679656,,,,,,,,,,,
42723,115.800003,115.75,116.639999,114.793999,27779400,117.379997,,,,962,113.8169531,-0.63695312,,,,,,,,,,,
42724,116.739998,116.68,116.949997,115.099098,21425000,117.5,,,,963,114.5183462,0.121652801,,,,,,,,,,,
42725,116.800003,116.779999,117.059998,115.207359,23783200,117.400002,,,,964,113.5405414,0.259461552,,,,,,,,,,,
42726,116.349998,115.639999,116.290001,114.449547,26085900,116.510002,,,,965,113.6986554,-0.328652407,,,,,,,,,,,
42727,115.589996,115.589996,116.519997,114.675896,14181200,116.519997,,,,966,113.2387683,-0.188765326,,,,,,,,,,,
42731,116.519997,116.489998,117.260002,115.40419,18296900,117.800003,,,,967,113.728652,0.58134596,,,,,,,,,,,
42732,117.519997,116.199997,116.760002,114.912109,20905900,118.019997,,,,968,113.9151265,-0.255122471,,,,,,,,,,,
42733,116.449997,116.400002,116.730003,114.882584,15039500,117.110001,,,,969,114.5889159,-0.248919857,,,,,,,,,,,
42734,116.650002,115.43,115.82,113.986984,30586300,117.199997,,,,970,114.9462914,-0.386293365,,,,,,,,,,,
42738,115.800003,114.760002,116.150002,114.31176,28781900,116.330002,,,,971,116.4518471,0.298152912,,,,,,,,,,,
42739,115.849998,115.75,116.019997,114.183815,21118100,116.510002,,,,972,118.0176732,0.672328787,,,,,,,,,,,
42740,115.919998,115.809998,116.610001,114.764473,22193600,116.860001,,,,973,118.1707425,-0.190739502,,,,,,,,,,,
42741,116.779999,116.470001,117.910004,116.043915,31751900,118.160004,,,,974,117.9000623,-0.460060275,,,,,,,,,,,
42744,117.949997,117.940002,118.989998,117.106812,33561900,119.43,,,,975,118.5757752,-0.405777207,,,,,,,,,,,
42745,118.769997,118.300003,119.110001,117.224907,24462100,119.379997,,,,976,118.215685,-0.375689049,,,,,,,,,,,
42746,118.739998,118.599998,119.75,117.854782,27588600,119.93,,,,977,118.4849029,-0.274903936,,,,,,,,,,,
42747,118.900002,118.209999,119.25,117.362694,27086200,119.300003,,,,978,118.8789898,-1.118987828,,,,,,,,,,,
42748,119.110001,118.809998,119.040001,117.156021,26111900,119.620003,,,,979,117.7298095,-0.349812492,,,,,,,,,,,
42752,118.339996,118.220001,120,118.100822,34439800,120.239998,,,,980,117.3882547,-0.478250746,,,,,,,,,,,
42753,120,119.709999,119.989998,118.090981,23713000,120.5,,,,981,118.0654515,-0.325453489,,,,,,,,,,,
42754,119.400002,119.370003,119.779999,117.8843,25597300,120.089996,,,,982,119.0759703,-0.715969341,,,,,,,,,,,
42755,120.449997,119.730003,120,118.100822,32597900,120.449997,,,,983,116.3505924,-0.650595368,,,,,,,,,,,
42758,120,119.769997,120.080002,118.179558,22050200,120.809998,,,,984,115.8138637,0.046137306,,,,,,,,,,,
42759,119.550003,119.5,119.970001,118.071304,23211000,120.099998,,,,985,114.5420484,0.667950638,,,,,,,,,,,
42760,120.419998,120.279999,121.879997,119.951073,32377600,122.099998,,,,986,114.2948858,-0.064882779,,,,,,,,,,,
42761,121.669998,121.599998,121.940002,120.010132,26337600,122.440002,,,,987,113.7695401,0.00045685,,,,,,,,,,,
42762,122.139999,121.599998,121.949997,120.019958,20562900,122.349998,,,,988,112.168157,0.181841046,,,,,,,,,,,
42765,120.93,120.660004,121.629997,119.705017,30377500,121.629997,,,,989,111.1707832,0.289215834,,,,,,,,,,,
42766,121.150002,120.620003,121.349998,119.429459,49201000,121.389999,,,,990,109.4132512,0.836748846,,,,,,,,,,,
42767,127.029999,127.010002,128.75,126.712341,111985000,130.490005,,,,991,111.0602101,-0.550208073,,,,,,,,,,,
42768,127.980003,127.779999,128.529999,126.495819,33710400,129.389999,,,,992,111.5307483,0.189252744,,,,,,,,,,,
42769,128.309998,128.160004,129.080002,127.037125,24507300,129.190002,,,,993,111.9086655,-0.588665451,,,,,,,,,,,
42772,129.130005,128.899994,130.289993,128.227966,26845900,130.5,,,,994,111.2944894,-0.20449337,,,,,,,,,,,
42773,130.539993,130.449997,131.529999,129.448349,38183800,132.089996,,,,995,108.7791259,0.090877108,,,,,,,,,,,
42774,131.350006,131.220001,132.039993,129.950287,23004100,132.220001,,,,996,108.2233141,-0.41331611,,,,,,,,,,,
42775,131.649994,131.119995,132.419998,130.889282,28349900,132.449997,,,,997,107.6277014,0.052298563,,,,,,,,,,,
42776,132.460007,132.050003,132.119995,130.592758,20065500,132.940002,,,,998,109.7307531,0.499249886,,,,,,,,,,,
42779,133.080002,132.75,133.289993,131.749222,23035400,133.820007,,,,999,110.7617858,-0.411787823,,,,,,,,,,,
42780,133.470001,133.25,135.020004,133.459244,33226200,135.089996,,,,1000,110.4974084,0.042592616,,,,,,,,,,,
42781,135.520004,134.619995,135.509995,133.943573,35623100,136.270004,,,,1001,111.8101661,0.179831949,,,,,,,,,,,
42782,135.669998,134.839996,135.350006,133.785416,22584600,135.899994,,,,1002,112.5449776,-0.124979571,,,,,,,,,,,
42783,135.100006,135.100006,135.720001,134.151154,22198200,135.830002,,,,1003,112.1450637,-0.635061657,,,,,,,,,,,
42787,136.229996,135.979996,136.699997,135.119827,24507200,136.75,,,,1004,112.0787602,-0.208757208,,,,,,,,,,,
42788,136.429993,136.110001,137.110001,135.52507,20836900,137.119995,,,,1005,112.0626937,0.407307281,,,,,,,,,,,
42789,137.380005,136.300003,136.529999,134.951782,20788200,137.479996,,,,1006,112.0314809,-0.001481859,,,,,,,,,,,
42790,135.910004,135.279999,136.660004,135.080292,21776600,136.660004,,,,1007,111.8833378,0.316659176,,,,,,,,,,,
42793,137.139999,136.279999,136.929993,135.347153,20257400,137.440002,,,,1008,110.8024467,0.137555269,,,,,,,,,,,
42794,137.080002,136.699997,136.990005,135.406479,23482900,137.440002,,,,1009,110.3109392,-0.220943191,,,,,,,,,,,
42795,137.889999,137.600006,139.789993,138.174088,36414600,140.149994,,,,1010,110.554846,-0.524847041,,,,,,,,,,,
42796,140,138.759995,138.960007,137.353699,26211000,140.279999,,,,1011,110.4433772,-0.083376179,,,,,,,,,,,
42797,138.779999,138.589996,139.779999,138.1642,21108100,139.830002,,,,1012,111.0763446,0.113657389,,,,,,,,,,,
42800,139.369995,138.600006,139.339996,137.729309,21750000,139.770004,,,,1013,112.3596247,0.070375269,,,,,,,,,,,
42801,139.059998,138.789993,139.520004,137.907227,17446300,139.979996,,,,1014,114.0298701,0.670126939,,,,,,,,,,,
42802,138.949997,138.820007,139,137.393234,18707200,139.800003,,,,1015,114.1039624,0.896037601,,,,,,,,,,,
42803,138.740005,137.050003,138.679993,137.07692,22155900,138.789993,,,,1016,115.4479496,0.472048359,,,,,,,,,,,
42804,139.25,138.639999,139.139999,137.531601,19612800,139.360001,,,,1017,115.7425602,0.457436828,,,,,,,,,,,
42807,138.850006,138.820007,139.199997,137.590912,17421700,139.429993,,,,1018,116.3917005,0.338302547,,,,,,,,,,,
42808,139.300003,138.839996,138.990005,137.383347,15309100,139.649994,,,,1019,117.0459585,-0.545958456,,,,,,,,,,,
42809,139.410004,139.029999,140.460007,138.836365,25691800,140.75,,,,1020,116.9488711,0.43112594,,,,,,,,,,,
42810,140.720001,140.259995,140.690002,139.06369,19232000,141.020004,,,,1021,117.4155376,0.08446243,,,,,,,,,,,
42811,141,139.889999,139.990005,138.37178,43885000,141,,,,1022,117.5114774,-0.111475437,,,,,,,,,,,
42814,140.399994,140.229996,141.460007,139.824799,21542000,141.5,,,,1023,117.0919574,-0.581955421,,,,,,,,,,,
42815,142.110001,139.729996,139.839996,138.223511,39529900,142.800003,,,,1024,116.7070318,-0.187034758,,,,,,,,,,,
42816,139.850006,139.759995,141.419998,139.785248,25860200,141.600006,,,,1025,117.5429409,0.257062124,,,,,,,,,,,
42817,141.259995,140.610001,140.919998,139.291031,20346300,141.580002,,,,1026,117.95961,0.060387021,,,,,,,,,,,
42818,141.5,140.350006,140.639999,139.014267,22395600,141.740005,,,,1027,117.1407375,-0.03073647,,,,,,,,,,,
42821,139.389999,138.619995,140.880005,139.251511,23575100,141.220001,,,,1028,117.0647709,0.135226132,,,,,,,,,,,
42822,140.910004,140.619995,143.800003,142.137741,33374800,144.039993,,,,1029,116.9693579,-0.639355898,,,,,,,,,,,
42823,143.679993,143.190002,144.119995,142.454041,29190000,144.490005,,,,1030,116.5222514,-0.012249443,,,,,,,,,,,
42824,144.190002,143.5,143.929993,142.266235,21207300,144.5,,,,1031,116.966459,-0.106457955,,,,,,,,,,,
42825,143.720001,143.009995,143.660004,141.999374,19661700,144.270004,,,,1032,118.261468,-0.101463994,,,,,,,,,,,
42828,143.710007,143.050003,143.699997,142.03891,19985700,144.119995,,,,1033,119.2781253,0.151874739,,,,,,,,,,,
42829,143.25,143.169998,144.770004,143.096542,19891400,144.889999,,,,1034,119.7159124,-0.335915362,,,,,,,,,,,
42830,144.220001,143.809998,144.020004,142.355209,27717900,145.460007,,,,1035,120.0589333,-0.128933283,,,,,,,,,,,
42831,144.289993,143.449997,143.660004,141.999374,21149000,144.520004,,,,1036,119.946723,-0.646720009,,,,,,,,,,,
42832,143.729996,143.270004,143.339996,141.68306,16672200,144.179993,,,,1037,119.7227995,-0.102796459,,,,,,,,,,,
42835,143.600006,142.899994,143.169998,141.51503,18933400,143.880005,,,,1038,120.1519863,0.088011653,,,,,,,,,,,
42836,142.940002,140.059998,141.630005,139.992844,30379400,143.350006,,,,1039,120.6417068,-0.141706844,,,,,,,,,,,
42837,141.600006,141.009995,141.800003,140.160873,20350000,142.149994,,,,1040,120.2357394,-0.145743383,,,,,,,,,,,
42838,141.910004,141.050003,141.050003,139.41954,17822900,142.380005,,,,1041,120.9882734,-0.538276396,,,,,,,,,,,
42842,141.479996,140.869995,141.830002,140.190521,16582100,141.880005,,,,1042,120.6782125,0.131785466,,,,,,,,,,,
42843,141.410004,141.110001,141.199997,139.567795,14697500,142.039993,,,,1043,120.4108654,-0.310867388,,,,,,,,,,,
42844,141.880005,140.449997,140.679993,139.053818,17328400,142,,,,1044,122.0946836,0.005314438,,,,,,,,,,,
42845,141.220001,141.160004,142.440002,140.793457,23319600,142.919998,,,,1045,122.4541456,-0.014143641,,,,,,,,,,,
42846,142.440002,141.850006,142.270004,140.625443,17320900,142.679993,,,,1046,122.7327449,-0.382746852,,,,,,,,,,,
42849,143.5,143.179993,143.639999,141.979584,17134300,143.949997,,,,1047,122.111327,-0.481329978,,,,,,,,,,,
42850,143.910004,143.869995,144.529999,142.859299,18871500,144.899994,,,,1048,122.1849256,-0.794926597,,,,,,,,,,,
42851,144.470001,143.380005,143.679993,142.019119,20041200,144.600006,,,,1049,129.3261361,1.16386887,,,,,,,,,,,
42852,143.919998,143.309998,143.789993,142.127869,14246300,144.160004,,,,1050,129.0574779,0.332521119,,,,,,,,,,,
42853,144.089996,143.270004,143.649994,141.989456,20860400,144.300003,,,,1051,129.4702274,-0.280225419,,,,,,,,,,,
42856,145.100006,144.960007,146.580002,144.885605,33602900,147.199997,,,,1052,130.6074363,-0.107436292,,,,,,,,,,,
42857,147.539993,146.839996,147.509995,145.804855,45352200,148.089996,,,,1053,131.9187217,0.171274327,,,,,,,,,,,
42858,145.589996,144.270004,147.059998,145.360062,45697000,147.490005,,,,1054,132.4440211,-0.224020058,,,,,,,,,,,
42859,146.520004,145.809998,146.529999,144.836182,23371900,147.139999,,,,1055,132.9000949,-0.450097869,,,,,,,,,,,
42860,146.759995,146.759995,148.960007,147.238113,27327700,148.979996,,,,1056,132.8447487,0.095253342,,,,,,,,,,,
42863,149.029999,149.029999,153.009995,151.241272,48752400,153.699997,,,,1057,133.8412118,-0.021204812,,,,,,,,,,,
42864,153.869995,153.449997,153.990005,152.209961,39130400,154.880005,,,,1058,135.1901642,-0.10016817,,,,,,,,,,,
42865,153.630005,152.110001,153.259995,151.488388,25805700,153.940002,,,,1059,136.4018155,-0.131811479,,,,,,,,,,,
42866,152.449997,152.309998,153.949997,152.798523,27255100,154.070007,,,,1060,136.2344262,-0.33443225,,,,,,,,,,,
42867,154.699997,154.669998,156.100006,154.932449,32527000,156.419998,,,,1061,136.0311112,-0.201109217,,,,,,,,,,,
42870,156.009995,155.050003,155.699997,154.535416,26009700,156.649994,,,,1062,137.1602513,-0.41025131,,,,,,,,,,,
42871,155.940002,154.720001,155.470001,154.307144,20048500,156.059998,,,,1063,137.5102929,-0.390297874,,,,,,,,,,,
42872,153.600006,149.710007,150.25,149.12619,50767700,154.570007,,,,1064,137.656323,-0.17632703,,,,,,,,,,,
42873,151.270004,151.130005,152.539993,151.399048,33568200,153.339996,,,,1065,137.1542942,-0.494290163,,,,,,,,,,,
42874,153.380005,152.630005,153.059998,151.915176,26960800,153.979996,,,,1066,137.7871715,-0.347169464,,,,,,,,,,,
42877,154,152.910004,153.990005,152.838211,22966400,154.580002,,,,1067,137.6641977,-0.224195717,,,,,,,,,,,
42878,154.899994,153.309998,153.800003,152.649643,19918900,154.899994,,,,1068,139.9102634,0.23973059,,,,,,,,,,,
42879,153.839996,152.669998,153.339996,152.193069,19178000,154.169998,,,,1069,140.2371553,0.042843741,,,,,,,,,,,
42880,153.729996,153.029999,153.869995,152.719101,19235600,154.350006,,,,1070,140.0477026,-0.217700585,,,,,,,,,,,
42881,154,153.309998,153.610001,152.46106,21701100,154.240005,,,,1071,140.1262351,-0.356231122,,,,,,,,,,,
42885,153.419998,153.330002,153.669998,152.520599,20126900,154.429993,,,,1072,139.9600523,0.01994366,,,,,,,,,,,
42886,153.970001,152.380005,152.759995,151.617416,24451200,154.169998,,,,1073,139.5234099,0.276593057,,,,,,,,,,,
42887,153.169998,152.220001,153.179993,152.034271,16404100,153.330002,,,,1074,139.8000965,-1.01010351,,,,,,,,,,,
42888,153.580002,152.889999,155.449997,154.287292,27770700,155.449997,,,,1075,139.8855525,-0.525551484,,,,,,,,,,,
42891,154.339996,153.460007,153.929993,152.778656,25331700,154.449997,,,,1076,139.5948832,-0.164890201,,,,,,,,,,,
42892,153.899994,153.779999,154.449997,153.294785,26624900,155.809998,,,,1077,139.7216492,-0.071655212,,,,,,,,,,,
42893,155.020004,154.479996,155.369995,154.207901,21069600,155.979996,,,,1078,140.8161636,-0.066163567,,,,,,,,,,,
42894,155.25,154.399994,154.990005,153.830734,21250800,155.539993,,,,1079,141.3620406,-0.342036556,,,,,,,,,,,
42895,155.190002,146.020004,148.979996,147.865692,64882700,155.190002,,,,1080,141.3306959,-0.330695944,,,,,,,,,,,
42898,145.740005,142.509995,145.419998,144.332306,72307300,146.089996,,,,1081,141.7197226,-0.219722631,,,,,,,,,,,
42899,147.160004,145.149994,146.589996,145.493561,34165400,147.449997,,,,1082,141.9795289,0.820474099,,,,,,,,,,,
42900,147.5,143.839996,145.160004,144.074265,31531200,147.5,,,,1083,141.5255408,0.074465237,,,,,,,,,,,
42901,143.320007,142.210007,144.289993,143.210754,32165400,144.479996,,,,1084,141.7641552,-0.184153205,,,,,,,,,,,
42902,143.779999,142.199997,142.270004,141.205887,50361100,144.5,,,,1085,141.8277543,-0.087749328,,,,,,,,,,,
